Component,Node,Max_gCO2eq,Min_gCO2eq
comp16,node80,740.1530032312849,6.42679887031511
comp16,node62,840.8395188662207,10.711331450525108
comp16,node82,762.6467992773876,22.493796046102716
comp16,node10,786.2117284685428,23.564929191155215
comp16,node29,830.1281874156957,1.0711331450524995
comp16,node99,822.630255400328,4.284532580209998
comp16,node84,796.9230599190678,10.711331450525108
comp16,node36,818.345722820118,21.422662901050217
comp16,node44,728.3705386357071,12.853597740630107
comp16,node60,733.7262043609696,5.355665725262497
comp16,node21,829.0570542706432,5.355665725262497
comp3,node90,822.7685443907428,1.069920083733109
comp3,node80,739.3147778595621,6.419520502398541
comp3,node62,839.8872657304721,10.699200837330864
comp3,node82,761.7830996179569,22.468321758394723
comp3,node10,785.3213414600848,23.538241842127945
comp3,node29,829.1880648931412,1.0699200837329954
comp3,node99,821.6986243070097,4.279680334932323
comp3,node84,796.0205422974157,10.699200837330864
comp3,node36,817.4189439720774,21.398401674661727
comp3,node60,732.8952573571636,5.349600418665432
comp3,node21,828.1181448094082,5.349600418665432
comp90,node90,822.7685443907428,1.069920083733109
comp90,node80,739.3147778595621,6.419520502398541
comp90,node62,839.8872657304721,10.699200837330864
comp90,node82,761.7830996179569,22.468321758394723
comp90,node10,785.3213414600848,23.538241842127945
comp90,node29,829.1880648931412,1.0699200837329954
comp90,node99,821.6986243070097,4.279680334932323
comp90,node84,796.0205422974157,10.699200837330864
comp90,node36,817.4189439720774,21.398401674661727
comp90,node60,732.8952573571636,5.349600418665432
comp90,node21,828.1181448094082,5.349600418665432
comp47,node90,808.7758820711722,1.051724163941799
comp47,node62,825.6034686942395,10.51724163941708
comp47,node82,748.8276047264949,22.086207442775844
comp47,node10,771.9655363332124,23.13793160671753
comp47,node29,815.0862270548224,1.051724163941799
comp47,node99,807.7241579072304,4.206896655766741
comp47,node84,782.4827779726295,10.51724163941708
comp47,node36,803.5172612514637,21.03448327883416
comp47,node21,814.0345028908806,5.258620819708426
comp18,node90,799.4474405247919,1.0395935507474405
comp18,node62,816.0809373367512,10.395935507474519
comp18,node82,740.190608132187,21.83146456569648
comp18,node10,763.061666248631,22.871058116444033
comp18,node29,805.6850018292766,1.0395935507474405
comp18,node99,798.4078469740444,4.158374202989876
comp18,node84,773.4576017561055,10.395935507474519
comp18,node36,794.2494727710546,20.791871014949038
comp18,node21,804.6454082785292,5.197967753737316
comp71,node90,763.5329405712276,0.9928906899494905
comp71,node62,779.419191610421,9.928906899495814
comp71,node29,769.4902847109252,0.9928906899496042
comp71,node99,762.5400498812782,3.971562759798303
comp71,node84,738.7106733224881,9.928906899495814
comp71,node36,758.5684871214797,19.85781379899163
comp71,node21,768.4973940209755,4.964453449747907
comp13,node90,760.2679860299945,0.9886449753315674
comp13,node62,776.0863056353,9.886449753315901
comp13,node29,766.1998558819841,0.988644975331681
comp13,node99,759.279341054663,3.954579901326383
comp13,node36,755.3247611533366,19.772899506631802
comp13,node21,765.2112109066525,4.943224876658064
comp45,node90,756.5366094114426,0.9837927300538922
comp45,node62,772.2772930923048,9.837927300538922
comp45,node29,762.4393657917659,0.9837927300538922
comp45,node99,755.5528166813887,3.935170920215569
comp45,node36,751.6176457611731,19.675854601077845
comp45,node21,761.455573061712,4.918963650269461
comp37,node90,750.9395444836144,0.9765143621374364
comp37,node62,766.5637742778118,9.76514362137334
comp37,node29,756.7986306564385,0.9765143621373227
comp37,node99,749.963030121477,3.9060574485494044
comp37,node36,746.0569726729277,19.530287242746795
comp37,node21,755.822116294301,4.882571810686613
comp46,node90,750.4731224062953,0.9759078314776843
comp46,node62,766.0876477099373,9.759078314776275
comp46,node29,756.328569395161,0.9759078314775707
comp46,node99,749.4972145748177,3.90363132591051
comp46,node36,745.5935832489072,19.51815662955255
comp46,node21,755.3526615636835,4.879539157388194
comp35,node90,742.077525014553,0.9649902796027163
comp35,node62,757.5173694881978,9.649902796027959
comp35,node29,747.8674666921698,0.96499027960283
comp35,node99,741.1125347349503,3.8599611184112064
comp35,node21,746.902476412567,4.824951398014036
