Component,Node,Max_gCO2eq,Min_gCO2eq
comp98,node55,651.7450942715715,10.80837635607918
comp98,node13,483.13442311673697,35.66764197506109
comp98,node44,734.9695922133808,12.970051627294993
comp98,node75,599.8648877623916,1.0808376356078497
comp98,node72,691.7360867890642,16.212564534118656
comp98,node77,545.823005981996,3.242512906823663
comp98,node59,542.5804930751723,21.616752712158245
comp98,node73,654.9876071783951,3.242512906823663
comp98,node95,598.7840501267838,5.40418817803959
comp98,node2,634.4516921018449,10.80837635607918
comp98,node36,825.7599536044454,21.616752712158245
comp98,node20,598.7840501267838,0.0
comp98,node62,848.4575439522116,10.80837635607918
comp98,node99,830.083304146877,4.323350542431626
comp98,node23,556.6313823380751,10.80837635607918
comp98,node40,565.2780834229384,8.646701084863253
comp98,node1,701.4636255095354,9.727538720471216
comp98,node26,665.7959835344743,10.80837635607918
comp98,node80,746.8588062050678,6.485025813647553
comp98,node39,623.6433157457657,6.4850258136474395
comp98,node34,593.3798619487442,1.0808376356079634
comp98,node25,640.9367179154923,6.4850258136474395
comp33,node88,699.3905037146376,1.0759853903301746
comp33,node81,489.57335260024627,8.607883122641624
comp33,node10,789.7732765023753,23.671678587264637
comp33,node5,518.624958139162,12.91182468396255
comp33,node61,589.639993900956,2.151970780660463
comp33,node6,715.5302845695908,0.0
comp33,node27,672.4908689563823,2.151970780660463
comp33,node21,832.8126921155838,5.379926951650987
comp33,node60,737.049992376195,5.379926951650987
comp33,node29,833.8886775059141,1.0759853903302883
comp33,node82,766.1015979151107,22.595693196934462
comp33,node96,587.4880231202956,22.595693196934462
comp33,node67,614.3876578785508,17.215766245283362
comp33,node92,505.71313345519945,16.139780854953187
comp33,node94,715.5302845695908,10.759853903302087
comp33,node65,564.8923299233611,2.151970780660463
comp33,node70,718.7582407405814,3.2279561709906375
comp33,node90,827.4327651639328,1.0759853903302883
comp33,node7,670.3388981757219,7.5318977323114495
comp33,node3,704.7704306662887,5.3799269516511
comp33,node84,800.5331304056775,10.7598539033022
comp33,node55,648.8191903691177,10.7598539033022
comp33,node13,480.96546947760464,35.50751788089701
comp33,node44,731.670065424544,12.91182468396255
comp33,node75,597.1718916332675,1.0759853903301746
comp33,node72,688.6306498113355,16.139780854953187
comp33,node77,543.3726221167569,3.2279561709906375
comp33,node59,540.1446659457663,21.519707806604288
comp33,node73,652.0471465401083,3.2279561709906375
comp33,node95,596.0959062429373,5.3799269516511
comp33,node2,631.6034241238342,10.759853903302087
comp33,node36,822.0528382122817,21.519707806604174
comp33,node20,596.0959062429373,0.0
comp33,node62,844.6485314092162,10.759853903302087
comp33,node99,826.3567797736025,4.303941561320812
comp33,node23,554.132476020059,10.759853903302087
comp33,node40,562.7403591427006,8.607883122641624
comp33,node1,698.3145183243074,9.683868512971912
comp33,node26,662.8070004434104,10.759853903302087
comp33,node80,743.5059047181762,6.455912341981275
comp33,node39,620.8435702205321,6.455912341981275
comp33,node34,590.7159792912862,1.0759853903301746
comp33,node25,638.0593364658155,6.455912341981275
comp52,node88,696.630789212945,1.0717396757122515
comp52,node81,487.64155244906163,8.573917405697784
comp52,node10,786.6569219727719,23.57827286566885
comp52,node5,516.5785236932916,12.860876108546677
comp52,node61,587.3133422902984,2.143479351424503
comp52,node6,712.7068843486286,0.0
comp52,node27,669.8372973201394,2.1434793514243893
comp52,node21,829.5265090012608,5.35869837856103
comp52,node60,734.1416778628729,5.358698378561144
comp52,node29,830.5982486769731,1.0717396757122515
comp52,node82,763.078649107103,22.506533189956713
comp52,node96,585.1698629388738,22.506533189956713
comp52,node67,611.9633548316795,17.14783481139557
comp52,node92,503.71764758474495,16.076095135683317
comp52,node94,712.7068843486286,10.717396757122287
comp52,node65,562.6633297489172,2.1434793514243893
comp52,node70,715.9221033757651,3.2152190271366408
comp52,node90,824.1678106226998,1.0717396757122515
comp52,node7,667.6938179687152,7.502177729985533
comp52,node3,701.9894875915063,5.358698378561144
comp52,node84,797.3743187298942,10.717396757122287
comp52,node55,646.2590244544706,10.717396757122287
comp52,node13,479.06763504336385,35.36740929850339
comp52,node44,728.7829794843119,12.860876108546677
comp52,node75,594.8155200202839,1.0717396757122515
comp52,node72,685.913392455823,16.07609513568343
comp52,node77,541.2285362346727,3.2152190271366408
comp52,node59,538.0133172075361,21.43479351424446
comp52,node73,649.4742434816073,3.2152190271366408
comp52,node95,593.7437803445716,5.358698378561144
comp52,node2,629.111189643075,10.717396757122287
comp52,node36,818.8091122441385,21.43479351424446
comp52,node20,593.7437803445716,0.0
comp52,node62,841.3156454340954,10.717396757122287
comp52,node99,823.0960709469875,4.286958702848892
comp52,node23,551.945932991795,10.717396757122287
comp52,node40,560.5198503974927,8.573917405697784
comp52,node1,695.5590495372328,9.645657081409922
comp52,node26,660.1916402387296,10.717396757122287
comp52,node80,740.5721159171462,6.4304380542732815
comp52,node39,618.3937928859527,6.4304380542732815
comp52,node34,588.3850819660106,1.0717396757121378
comp52,node25,635.5416276973483,6.4304380542732815
comp16,node88,696.2365442841319,1.0711331450524995
comp16,node81,487.3655809988923,8.56906516042011
comp16,node10,786.2117284685428,23.564929191155215
comp16,node5,516.2861759153102,12.85359774063022
comp16,node61,586.9809634887758,2.142266290104999
comp16,node6,712.3035414599194,0.0
comp16,node27,669.458215657819,2.142266290104999
comp16,node21,829.0570542706432,5.355665725262497
comp16,node60,733.7262043609696,5.355665725262497
comp16,node29,830.1281874156957,1.0711331450524995
comp16,node82,762.6467992773876,22.493796046102716
comp16,node96,584.8386971986708,22.493796046102716
comp16,node67,611.6170258249836,17.138130320840105
comp16,node92,503.4325781746799,16.066997175787606
comp16,node94,712.3035414599194,10.711331450525108
comp16,node65,562.3449011525681,2.142266290104999
comp16,node70,715.5169408950771,3.213399435157612
comp16,node90,823.7013885453807,1.0711331450526131
comp16,node7,667.315949367714,7.497932015367496
comp16,node3,701.5922100093944,5.355665725262497
comp16,node84,796.9230599190678,10.711331450525108
comp16,node55,645.8932864666638,10.711331450525108
comp16,node13,478.7965158384722,35.34739378673282
comp16,node44,728.3705386357071,12.853597740630107
comp16,node75,594.4788955041433,1.0711331450524995
comp16,node72,685.5252128336067,16.06699717578772
comp16,node77,540.9222382515179,3.213399435157612
comp16,node59,537.7088388163602,21.422662901050103
comp16,node73,649.1066859018215,3.213399435157612
comp16,node95,593.4077623590908,5.355665725262611
comp16,node2,628.7551561458238,10.711331450525108
comp16,node36,818.345722820118,21.422662901050217
comp16,node20,593.4077623590908,0.0
comp16,node62,840.8395188662207,10.711331450525108
comp16,node99,822.630255400328,4.284532580209998
comp16,node23,551.6335697020429,10.711331450525108
comp16,node40,560.2026348624631,8.56906516042011
comp16,node1,695.1654111390794,9.640198305472609
comp16,node26,659.8180173523465,10.711331450525108
comp16,node80,740.1530032312849,6.42679887031511
comp16,node39,618.0438246952986,6.42679887031511
comp16,node34,588.0520966338283,1.0711331450524995
comp16,node25,635.1819550161388,6.426798870314997
comp3,node88,695.4480544265056,1.069920083733109
comp3,node81,486.81363809855395,8.559360669864759
comp3,node10,785.3213414600848,23.538241842127945
comp3,node5,515.7014803593472,12.839041004796968
comp3,node61,586.3162058857308,2.1398401674661045
comp3,node6,711.4968556825019,0.0
comp3,node27,668.7000523331784,2.1398401674661045
comp3,node21,828.1181448094082,5.349600418665432
comp3,node60,732.8952573571636,5.349600418665432
comp3,node29,829.1880648931412,1.0699200837329954
comp3,node82,761.7830996179569,22.468321758394723
comp3,node96,584.1763657182647,22.468321758394836
comp3,node67,610.9243678115919,17.118721339729404
comp3,node92,502.86243935455025,16.048801255996295
comp3,node94,711.4968556825019,10.699200837330864
comp3,node65,561.7080439598699,2.1398401674661045
comp3,node70,714.7066159337012,3.2097602511993273
comp3,node90,822.7685443907428,1.069920083733109
comp3,node7,666.5602121657123,7.48944058613165
comp3,node3,700.797654845171,5.349600418665432
comp3,node84,796.0205422974157,10.699200837330864
comp3,node55,645.1618104910506,10.699200837330864
comp3,node13,478.2542774286892,35.307362763191804
comp3,node44,727.5456569384982,12.839041004796968
comp3,node75,593.8056464718625,1.069920083733109
comp3,node72,684.7488535891747,16.048801255996295
comp3,node77,540.3096422852082,3.2097602511992136
comp3,node59,537.0998820340089,21.398401674661727
comp3,node73,648.3715707422498,3.2097602511992136
comp3,node95,592.7357263881294,5.349600418665432
comp3,node2,628.0430891513212,10.699200837330864
comp3,node36,817.4189439720774,21.398401674661727
comp3,node20,592.7357263881294,0.0
comp3,node62,839.8872657304721,10.699200837330864
comp3,node99,821.6986243070097,4.279680334932323
comp3,node23,551.008843122539,10.699200837330864
comp3,node40,559.5682037924038,8.559360669864759
comp3,node1,694.3781343427725,9.629280753597754
comp3,node26,659.0707715795807,10.699200837330864
comp3,node80,739.3147778595621,6.419520502398541
comp3,node39,617.3438883139903,6.419520502398427
comp3,node34,587.3861259694639,1.069920083733109
comp3,node25,634.4626096537197,6.419520502398541
comp90,node88,695.4480544265056,1.069920083733109
comp90,node81,486.81363809855395,8.559360669864759
comp90,node10,785.3213414600848,23.538241842127945
comp90,node5,515.7014803593472,12.839041004796968
comp90,node61,586.3162058857308,2.1398401674661045
comp90,node6,711.4968556825019,0.0
comp90,node27,668.7000523331784,2.1398401674661045
comp90,node21,828.1181448094082,5.349600418665432
comp90,node60,732.8952573571636,5.349600418665432
comp90,node29,829.1880648931412,1.0699200837329954
comp90,node82,761.7830996179569,22.468321758394723
comp90,node96,584.1763657182647,22.468321758394836
comp90,node67,610.9243678115919,17.118721339729404
comp90,node92,502.86243935455025,16.048801255996295
comp90,node94,711.4968556825019,10.699200837330864
comp90,node65,561.7080439598699,2.1398401674661045
comp90,node70,714.7066159337012,3.2097602511993273
comp90,node90,822.7685443907428,1.069920083733109
comp90,node7,666.5602121657123,7.48944058613165
comp90,node3,700.797654845171,5.349600418665432
comp90,node84,796.0205422974157,10.699200837330864
comp90,node55,645.1618104910506,10.699200837330864
comp90,node13,478.2542774286892,35.307362763191804
comp90,node44,727.5456569384982,12.839041004796968
comp90,node75,593.8056464718625,1.069920083733109
comp90,node72,684.7488535891747,16.048801255996295
comp90,node77,540.3096422852082,3.2097602511992136
comp90,node59,537.0998820340089,21.398401674661727
comp90,node73,648.3715707422498,3.2097602511992136
comp90,node95,592.7357263881294,5.349600418665432
comp90,node2,628.0430891513212,10.699200837330864
comp90,node36,817.4189439720774,21.398401674661727
comp90,node20,592.7357263881294,0.0
comp90,node62,839.8872657304721,10.699200837330864
comp90,node99,821.6986243070097,4.279680334932323
comp90,node23,551.008843122539,10.699200837330864
comp90,node40,559.5682037924038,8.559360669864759
comp90,node1,694.3781343427725,9.629280753597754
comp90,node26,659.0707715795807,10.699200837330864
comp90,node80,739.3147778595621,6.419520502398541
comp90,node39,617.3438883139903,6.419520502398427
comp90,node34,587.3861259694639,1.069920083733109
comp90,node25,634.4626096537197,6.419520502398541
comp47,node88,683.620706562109,1.0517241639416852
comp47,node81,478.5344945934763,8.413793311533595
comp47,node10,771.9655363332124,23.13793160671753
comp47,node5,506.9310470199024,12.62068996730045
comp47,node61,576.3448418400551,2.103448327883484
comp47,node6,699.3965690212347,0.0
comp47,node27,657.3276024635664,2.103448327883484
comp47,node21,814.0345028908806,5.258620819708426
comp47,node60,720.4310523000688,5.25862081970854
comp47,node29,815.0862270548224,1.051724163941799
comp47,node82,748.8276047264949,22.086207442775844
comp47,node96,574.2413935121716,22.086207442775844
comp47,node67,600.5344976107143,16.827586623067305
comp47,node92,494.31035705260194,15.77586245912562
comp47,node94,699.3965690212347,10.51724163941708
comp47,node65,552.1551860693958,2.1034483278833704
comp47,node70,702.5517415130598,3.1551724918251693
comp47,node90,808.7758820711722,1.051724163941799
comp47,node7,655.224154135683,7.36206914759191
comp47,node3,688.8793273818176,5.25862081970854
comp47,node84,782.4827779726295,10.51724163941708
comp47,node55,634.1896708568489,10.51724163941708
comp47,node13,470.12070128194273,34.706897410076294
comp47,node44,715.1724314803603,12.62068996730045
comp47,node75,583.706910987647,1.0517241639416852
comp47,node72,673.1034649226921,15.77586245912562
comp47,node77,531.1207027905617,3.1551724918251693
comp47,node59,527.9655302987366,21.03448327883416
comp47,node73,637.344843348674,3.1551724918250557
comp47,node95,582.6551868237053,5.25862081970854
comp47,node2,617.3620842337816,10.51724163941708
comp47,node36,803.5172612514637,21.03448327883416
comp47,node20,582.6551868237053,0.0
comp47,node62,825.6034686942395,10.51724163941708
comp47,node99,807.7241579072304,4.206896655766741
comp47,node23,541.6379444299787,10.517241639416966
comp47,node40,550.0517377415124,8.41379331153371
comp47,node1,682.5689823981673,9.46551747547528
comp47,node26,647.862084988091,10.51724163941708
comp47,node80,726.741397283719,6.310344983650225
comp47,node39,606.8448425943645,6.310344983650225
comp47,node34,577.3965660039968,1.0517241639416852
comp47,node25,623.6724292174318,6.310344983650225
comp18,node88,675.7358079858449,1.0395935507474405
comp18,node81,473.0150655900914,8.316748405979638
comp18,node10,763.061666248631,22.871058116444033
comp18,node5,501.08409146027265,12.475122608969514
comp18,node61,569.6972658096046,2.079187101494881
comp18,node6,691.3297112470567,0.0
comp18,node27,649.7459692171585,2.079187101494881
comp18,node21,804.6454082785292,5.197967753737316
comp18,node60,712.1215822620057,5.197967753737203
comp18,node29,805.6850018292766,1.0395935507474405
comp18,node82,740.190608132187,21.83146456569648
comp18,node96,567.6180787081097,21.83146456569648
comp18,node67,593.607917476796,16.633496811959276
comp18,node92,488.60896885130313,15.593903261211722
comp18,node94,691.3297112470567,10.395935507474519
comp18,node65,545.7866141424132,2.079187101494881
comp18,node70,694.448491899299,3.1187806522423216
comp18,node90,799.4474405247919,1.0395935507474405
comp18,node7,647.6667821156636,7.277154855232197
comp18,node3,680.9337757395822,5.197967753737316
comp18,node84,773.4576017561055,10.395935507474519
comp18,node55,626.8749111007146,10.395935507474519
comp18,node13,464.6983171841118,34.30658717466599
comp18,node44,706.9236145082685,12.475122608969514
comp18,node75,576.9744206648368,1.0395935507474405
comp18,node72,665.3398724783704,15.593903261211835
comp18,node77,524.9947431274642,3.1187806522424353
comp18,node59,521.8759624752217,20.791871014949038
comp18,node73,629.9936917529569,3.1187806522423216
comp18,node95,575.9348271140893,5.197967753737203
comp18,node2,610.2414142887553,10.395935507474519
comp18,node36,794.2494727710546,20.791871014949038
comp18,node20,575.9348271140893,0.0
comp18,node62,816.0809373367512,10.395935507474519
comp18,node99,798.4078469740444,4.158374202989876
comp18,node23,535.3906786349387,10.395935507474519
comp18,node40,543.7074270409183,8.316748405979638
comp18,node1,674.6962144350974,9.356341956727078
comp18,node26,640.3896272604314,10.395935507474519
comp18,node80,718.3591435664905,6.237561304484757
comp18,node39,599.8454787812808,6.237561304484757
comp18,node34,570.7368593603521,1.0395935507475542
comp18,node25,616.4789755932401,6.237561304484757
comp71,node88,645.3789484672276,0.9928906899496042
comp71,node10,728.7817664229924,21.843595178890723
comp71,node5,478.57331255569795,11.914688279394909
comp71,node61,544.1040980923704,1.9857813798990946
comp71,node6,660.2723088164713,0.0
comp71,node27,620.556681218488,1.9857813798992083
comp71,node21,768.4973940209755,4.964453449747907
comp71,node60,680.1301226154629,4.964453449747907
comp71,node29,769.4902847109252,0.9928906899496042
comp71,node82,706.9381712441016,20.850704488941233
comp71,node96,542.1183167124711,20.850704488941233
comp71,node67,566.9405839612107,15.886251039193326
comp71,node94,660.2723088164713,9.928906899495814
comp71,node65,521.2676122235299,1.9857813798992083
comp71,node70,663.25098088632,2.978672069848699
comp71,node90,763.5329405712276,0.9928906899494905
comp71,node7,618.5708998385888,6.950234829647002
comp71,node3,650.3434019169755,4.964453449747907
comp71,node84,738.7106733224881,9.928906899495814
comp71,node55,598.7130860395972,9.928906899495814
comp71,node44,675.165669165715,11.914688279394909
comp71,node75,551.0543329220174,0.9928906899496042
comp71,node72,635.4500415677318,14.893360349243721
comp71,node77,501.4097984245383,2.978672069848699
comp71,node59,498.4311263546896,19.85781379899163
comp71,node73,601.691758109446,2.9786720698488125
comp71,node95,550.0614422320677,4.964453449747907
comp71,node2,582.826835000404,9.928906899495814
comp71,node36,758.5684871214797,19.85781379899163
comp71,node20,550.0614422320677,0.0
comp71,node62,779.419191610421,9.928906899495814
comp71,node99,762.5400498812782,3.971562759798303
comp71,node23,511.3387053240341,9.928906899495814
comp71,node40,519.2818308436308,7.94312551959672
comp71,node1,644.386057777278,8.93601620954621
comp71,node26,611.6206650089418,9.928906899495814
comp71,node80,686.0874667551603,5.957344139697398
comp71,node39,572.8979281009082,5.957344139697511
comp71,node34,545.0969887823198,0.9928906899496042
comp71,node25,588.7841791401014,5.957344139697511
comp13,node88,642.619233965535,0.9886449753315674
comp13,node10,725.6654118933889,21.75018945729505
comp13,node5,476.5268781098276,11.86373970397915
comp13,node61,541.7774464817127,1.9772899506631347
comp13,node6,657.448908595509,0.0
comp13,node27,617.9031095822453,1.9772899506631347
comp13,node21,765.2112109066525,4.943224876658064
comp13,node60,677.2218081021408,4.9432248766579505
comp13,node29,766.1998558819841,0.988644975331681
comp13,node82,703.9152224360938,20.761544481963483
comp13,node96,539.8001565310494,20.761544481963483
comp13,node67,564.5162809143393,15.818319605305419
comp13,node94,657.448908595509,9.886449753316015
comp13,node65,519.0386120490859,1.9772899506632484
comp13,node70,660.4148435215037,2.965934925994816
comp13,node90,760.2679860299945,0.9886449753315674
comp13,node7,615.925819631582,6.920514827321085
comp13,node3,647.562458842193,4.9432248766579505
comp13,node84,735.5518616467048,9.886449753315901
comp13,node55,596.1529201249502,9.886449753316015
comp13,node44,672.2785832254829,11.86373970397915
comp13,node75,548.6979613090338,0.9886449753315674
comp13,node72,632.7327842122191,14.829674629973852
comp13,node77,499.2657125424542,2.965934925994816
comp13,node59,496.2997776164594,19.772899506631916
comp13,node73,599.1188550509451,2.965934925994816
comp13,node95,547.7093163337022,4.9432248766579505
comp13,node2,580.3346005196447,9.886449753315901
comp13,node36,755.3247611533366,19.772899506631802
comp13,node20,547.7093163337022,0.0
comp13,node62,776.0863056353,9.886449753315901
comp13,node99,759.279341054663,3.954579901326383
comp13,node23,509.1521622957701,9.886449753315901
comp13,node40,517.0613220984228,7.909159802652766
comp13,node1,641.6305889902035,8.897804777984334
comp13,node26,609.005304804261,9.886449753315901
comp13,node80,683.1536779541303,5.931869851989518
comp13,node39,570.4481507663288,5.931869851989518
comp13,node34,542.7660914570442,0.9886449753315674
comp13,node25,586.2664703716343,5.931869851989632
comp45,node88,639.4652745350295,0.9837927300538922
comp45,node10,722.1038638595563,21.64344006118563
comp45,node5,474.1880958859757,11.805512760646707
comp45,node61,539.1184160695326,1.9675854601077845
comp45,node6,654.2221654858379,0.0
comp45,node27,614.8704562836822,1.9675854601077845
comp45,node21,761.455573061712,4.918963650269461
comp45,node60,673.8980200869157,4.918963650269461
comp45,node29,762.4393657917659,0.9837927300538922
comp45,node82,700.4604237983707,20.659647331131737
comp45,node96,537.1508306094248,20.659647331131737
comp45,node67,561.745648860772,15.740683680862276
comp45,node94,654.2221654858379,9.837927300538922
comp45,node65,516.4911832782931,1.9675854601077845
comp45,node70,657.1735436759996,2.9513781901616767
comp45,node90,756.5366094114426,0.9837927300538922
comp45,node7,612.9028708235744,6.886549110377246
comp45,node3,644.384238185299,4.918963650269461
comp45,node84,731.9417911600952,9.837927300538922
comp45,node55,593.2270162224966,9.837927300538922
comp45,node44,668.9790564366463,11.805512760646707
comp45,node75,546.0049651799097,0.9837927300538922
comp45,node72,629.6273472344906,14.756890950808383
comp45,node77,496.81532867721523,2.9513781901616767
comp45,node59,493.86395048705356,19.675854601077845
comp45,node73,596.1783944126582,2.9513781901616767
comp45,node95,545.0211724498558,4.918963650269461
comp45,node2,577.4863325416343,9.837927300538922
comp45,node36,751.6176457611731,19.675854601077845
comp45,node20,545.0211724498558,0.0
comp45,node62,772.2772930923048,9.837927300538922
comp45,node99,755.5528166813887,3.935170920215569
comp45,node23,506.65325597775416,9.837927300538922
comp45,node40,514.5235978181853,7.870341840431138
comp45,node1,638.4814818049756,8.85413457048503
comp45,node26,606.0163217131972,9.837927300538922
comp45,node80,679.8007764672391,5.902756380323353
comp45,node39,567.6484052410954,5.902756380323353
comp45,node34,540.1022087995865,0.9837927300538922
comp45,node25,583.3890889219576,5.902756380323353
comp37,node88,634.734335389271,0.9765143621373227
comp37,node10,716.7615418088075,21.48331596702144
comp37,node5,470.67992255019783,11.7181723456481
comp37,node61,535.1298704512623,1.9530287242746454
comp37,node6,649.3820508213311,0.0
comp37,node27,610.3214763358375,1.953028724274759
comp37,node21,755.822116294301,4.882571810686613
comp37,node60,668.9123380640779,4.882571810686727
comp37,node29,756.7986306564385,0.9765143621373227
comp37,node82,695.278225841786,20.506801604884117
comp37,node96,533.1768417269876,20.506801604884117
comp37,node67,557.5897007804211,15.62422979419739
comp37,node94,649.3820508213311,9.765143621373454
comp37,node65,512.6700401221035,1.9530287242746454
comp37,node70,652.311593907743,2.929543086411968
comp37,node90,750.9395444836144,0.9765143621374364
comp37,node7,608.3684476115627,6.835600534961372
comp37,node3,639.6169071999576,4.882571810686613
comp37,node84,726.5266854301809,9.765143621373454
comp37,node55,588.8381603688159,9.765143621373454
comp37,node44,664.0297662533911,11.7181723456481
comp37,node75,541.9654709862236,0.9765143621373227
comp37,node72,624.9691917678975,14.647715432060068
comp37,node77,493.1397528793567,2.929543086411968
comp37,node59,490.2102097929446,19.530287242746795
comp37,node73,591.767703455228,2.9295430864120817
comp37,node95,540.9889566240863,4.882571810686727
comp37,node2,573.2139305746185,9.76514362137334
comp37,node36,746.0569726729277,19.530287242746795
comp37,node20,540.9889566240863,0.0
comp37,node62,766.5637742778118,9.76514362137334
comp37,node99,749.963030121477,3.9060574485494044
comp37,node23,502.90489650073005,9.76514362137334
comp37,node40,510.71701139782874,7.812114897098695
comp37,node1,633.7578210271336,8.788629259236131
comp37,node26,601.5328470766013,9.765143621373454
comp37,node80,674.7714242369019,5.85908617282405
comp37,node39,563.4487869532452,5.85908617282405
comp37,node34,536.1063848133996,0.9765143621373227
comp37,node25,579.0730167474426,5.85908617282405
comp46,node88,634.3400904604576,0.9759078314775707
comp46,node10,716.3163483045784,21.469972292507805
comp46,node5,470.38757477221634,11.71089397773153
comp46,node61,534.7974916497398,1.951815662955255
comp46,node6,648.9787079326221,0.0
comp46,node27,609.942394673517,1.951815662955255
comp46,node21,755.3526615636835,4.879539157388194
comp46,node60,668.4968645621747,4.879539157388194
comp46,node29,756.328569395161,0.9759078314775707
comp46,node82,694.8463760120706,20.49406446103012
comp46,node96,532.8456759867845,20.49406446103012
comp46,node67,557.2433717737251,15.61452530364204
comp46,node94,648.9787079326221,9.759078314776275
comp46,node65,512.3516115257543,1.951815662955255
comp46,node70,651.9064314270549,2.9277234944328256
comp46,node90,750.4731224062953,0.9759078314776843
comp46,node7,607.9905790105618,6.831354820343449
comp46,node3,639.2196296178458,4.879539157388194
comp46,node84,726.0754266193546,9.759078314776275
comp46,node55,588.4724223810092,9.759078314776275
comp46,node44,663.6173254047865,11.71089397773153
comp46,node75,541.6288464700831,0.9759078314775707
comp46,node72,624.5810121456814,14.638617472164356
comp46,node77,492.8334548962017,2.9277234944328256
comp46,node59,489.9057314017689,19.51815662955255
comp46,node73,591.400145875442,2.9277234944329393
comp46,node95,540.6529386386055,4.879539157388081
comp46,node2,572.8578970773672,9.759078314776275
comp46,node36,745.5935832489072,19.51815662955255
comp46,node20,540.6529386386055,0.0
comp46,node62,766.0876477099373,9.759078314776275
comp46,node99,749.4972145748177,3.90363132591051
comp46,node23,502.592533210978,9.759078314776275
comp46,node40,510.399795862799,7.80726265182102
comp46,node1,633.3641826289801,8.783170483298704
comp46,node26,601.1592241902183,9.759078314776275
comp46,node80,674.3523115510404,5.855446988865765
comp46,node39,563.0988187625909,5.855446988865765
comp46,node34,535.7733994812173,0.9759078314775707
comp46,node25,578.7133440662329,5.855446988865765
comp35,node88,627.2436817418198,0.96499027960283
comp35,node10,708.3028652284551,21.229786151261692
comp35,node61,528.8146732223342,1.9299805592055463
comp35,node6,641.7185359358618,0.0
comp35,node27,603.1189247517499,1.9299805592055463
comp35,node21,746.902476412567,4.824951398014036
comp35,node60,661.0183415279179,4.824951398014036
comp35,node29,747.8674666921698,0.96499027960283
comp35,node82,687.0730790771934,20.264795871658862
comp35,node96,526.8846926631287,20.264795871658748
comp35,node67,551.0094496531987,15.439844473644825
comp35,node94,641.7185359358618,9.649902796027959
comp35,node65,506.6198967914699,1.9299805592055463
comp35,node70,644.6135067746702,2.8949708388083764
comp35,node90,742.077525014553,0.9649902796027163
comp35,node7,601.1889441925442,6.754931957219583
comp35,node3,632.0686331398339,4.824951398013923
comp35,node84,717.952768024483,9.649902796027959
comp35,node55,581.8891386004882,9.649902796028073
comp35,node44,656.1933901299038,11.57988335523362
comp35,node75,535.5696051795538,0.96499027960283
comp35,node72,617.5937789457919,14.474854194041995
