timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-03-26 09:53:19.484299,enact,2,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.484301,enact,2,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.484302,enact,2,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.484468,enact,2,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.484471,enact,2,required_cpu,Application,frontend,2
2025-03-26 09:53:19.484472,enact,2,required_cpu,Application,api,2
2025-03-26 09:53:19.484473,enact,2,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.484475,enact,2,required_cpu,Application,database,2
2025-03-26 09:53:19.484476,enact,2,required_cpu,Application,redis,1
2025-03-26 09:53:19.484477,enact,2,required_cpu,Application,etcd,1
2025-03-26 09:53:19.484544,enact,2,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.484547,enact,2,required_ram,Application,frontend,4
2025-03-26 09:53:19.484549,enact,2,required_ram,Application,api,6
2025-03-26 09:53:19.484551,enact,2,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.484552,enact,2,required_ram,Application,database,4
2025-03-26 09:53:19.484554,enact,2,required_ram,Application,redis,4
2025-03-26 09:53:19.484555,enact,2,required_ram,Application,etcd,4
2025-03-26 09:53:19.484596,enact,2,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.484599,enact,2,required_storage,Application,frontend,20
2025-03-26 09:53:19.484601,enact,2,required_storage,Application,api,15
2025-03-26 09:53:19.484602,enact,2,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.484604,enact,2,required_storage,Application,database,512
2025-03-26 09:53:19.484605,enact,2,required_storage,Application,redis,10
2025-03-26 09:53:19.484608,enact,2,required_storage,Application,etcd,10
2025-03-26 09:53:19.484668,enact,2,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.484672,enact,2,required_gpu,Application,frontend,0
2025-03-26 09:53:19.484674,enact,2,required_gpu,Application,api,0
2025-03-26 09:53:19.484676,enact,2,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.484677,enact,2,required_gpu,Application,database,0
2025-03-26 09:53:19.484679,enact,2,required_gpu,Application,redis,0
2025-03-26 09:53:19.484680,enact,2,required_gpu,Application,etcd,0
2025-03-26 09:53:19.485409,enact,2,placement,Application,load_balancer,public1
2025-03-26 09:53:19.485413,enact,2,placement,Application,frontend,public1
2025-03-26 09:53:19.485415,enact,2,placement,Application,api,private1
2025-03-26 09:53:19.485417,enact,2,placement,Application,identity_provider,private3
2025-03-26 09:53:19.485419,enact,2,placement,Application,database,private5
2025-03-26 09:53:19.485420,enact,2,placement,Application,redis,private3
2025-03-26 09:53:19.485421,enact,2,placement,Application,etcd,private2
2025-03-26 09:53:19.497971,enact,3,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.497982,enact,3,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.497985,enact,3,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.497987,enact,3,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.497989,enact,3,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.497991,enact,3,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.497992,enact,3,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.498074,enact,3,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.498078,enact,3,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.498080,enact,3,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.498082,enact,3,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.498084,enact,3,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.498086,enact,3,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.498088,enact,3,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.498264,enact,3,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.498267,enact,3,required_cpu,Application,frontend,2
2025-03-26 09:53:19.498269,enact,3,required_cpu,Application,api,2
2025-03-26 09:53:19.498271,enact,3,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.498273,enact,3,required_cpu,Application,database,2
2025-03-26 09:53:19.498274,enact,3,required_cpu,Application,redis,1
2025-03-26 09:53:19.498275,enact,3,required_cpu,Application,etcd,1
2025-03-26 09:53:19.498300,enact,3,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.498302,enact,3,required_ram,Application,frontend,4
2025-03-26 09:53:19.498303,enact,3,required_ram,Application,api,6
2025-03-26 09:53:19.498305,enact,3,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.498306,enact,3,required_ram,Application,database,4
2025-03-26 09:53:19.498307,enact,3,required_ram,Application,redis,4
2025-03-26 09:53:19.498309,enact,3,required_ram,Application,etcd,4
2025-03-26 09:53:19.498334,enact,3,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.498336,enact,3,required_storage,Application,frontend,20
2025-03-26 09:53:19.498337,enact,3,required_storage,Application,api,15
2025-03-26 09:53:19.498339,enact,3,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.498340,enact,3,required_storage,Application,database,512
2025-03-26 09:53:19.498342,enact,3,required_storage,Application,redis,10
2025-03-26 09:53:19.498343,enact,3,required_storage,Application,etcd,10
2025-03-26 09:53:19.498366,enact,3,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.498368,enact,3,required_gpu,Application,frontend,0
2025-03-26 09:53:19.498369,enact,3,required_gpu,Application,api,0
2025-03-26 09:53:19.498370,enact,3,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.498372,enact,3,required_gpu,Application,database,0
2025-03-26 09:53:19.498373,enact,3,required_gpu,Application,redis,0
2025-03-26 09:53:19.498374,enact,3,required_gpu,Application,etcd,0
2025-03-26 09:53:19.498918,enact,3,placement,Application,load_balancer,public1
2025-03-26 09:53:19.498921,enact,3,placement,Application,frontend,public1
2025-03-26 09:53:19.498924,enact,3,placement,Application,api,private1
2025-03-26 09:53:19.498926,enact,3,placement,Application,identity_provider,private3
2025-03-26 09:53:19.498927,enact,3,placement,Application,database,private5
2025-03-26 09:53:19.498929,enact,3,placement,Application,redis,private3
2025-03-26 09:53:19.498930,enact,3,placement,Application,etcd,private2
2025-03-26 09:53:19.511432,enact,4,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.511441,enact,4,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.511444,enact,4,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.511446,enact,4,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.511448,enact,4,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.511449,enact,4,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.511451,enact,4,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.511519,enact,4,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.511523,enact,4,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.511525,enact,4,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.511527,enact,4,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.511529,enact,4,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.511530,enact,4,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.511532,enact,4,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.511682,enact,4,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.511685,enact,4,required_cpu,Application,frontend,2
2025-03-26 09:53:19.511688,enact,4,required_cpu,Application,api,2
2025-03-26 09:53:19.511690,enact,4,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.511692,enact,4,required_cpu,Application,database,2
2025-03-26 09:53:19.511693,enact,4,required_cpu,Application,redis,1
2025-03-26 09:53:19.511694,enact,4,required_cpu,Application,etcd,1
2025-03-26 09:53:19.511757,enact,4,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.511761,enact,4,required_ram,Application,frontend,4
2025-03-26 09:53:19.511763,enact,4,required_ram,Application,api,6
2025-03-26 09:53:19.511764,enact,4,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.511765,enact,4,required_ram,Application,database,4
2025-03-26 09:53:19.511767,enact,4,required_ram,Application,redis,4
2025-03-26 09:53:19.511768,enact,4,required_ram,Application,etcd,4
2025-03-26 09:53:19.511799,enact,4,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.511801,enact,4,required_storage,Application,frontend,20
2025-03-26 09:53:19.511802,enact,4,required_storage,Application,api,15
2025-03-26 09:53:19.511803,enact,4,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.511805,enact,4,required_storage,Application,database,512
2025-03-26 09:53:19.511806,enact,4,required_storage,Application,redis,10
2025-03-26 09:53:19.511807,enact,4,required_storage,Application,etcd,10
2025-03-26 09:53:19.511869,enact,4,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.511872,enact,4,required_gpu,Application,frontend,0
2025-03-26 09:53:19.511875,enact,4,required_gpu,Application,api,0
2025-03-26 09:53:19.511876,enact,4,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.511878,enact,4,required_gpu,Application,database,0
2025-03-26 09:53:19.511879,enact,4,required_gpu,Application,redis,0
2025-03-26 09:53:19.511880,enact,4,required_gpu,Application,etcd,0
2025-03-26 09:53:19.512459,enact,4,placement,Application,load_balancer,public1
2025-03-26 09:53:19.512463,enact,4,placement,Application,frontend,public1
2025-03-26 09:53:19.512465,enact,4,placement,Application,api,private1
2025-03-26 09:53:19.512467,enact,4,placement,Application,identity_provider,private3
2025-03-26 09:53:19.512469,enact,4,placement,Application,database,private5
2025-03-26 09:53:19.512470,enact,4,placement,Application,redis,private3
2025-03-26 09:53:19.512472,enact,4,placement,Application,etcd,private2
2025-03-26 09:53:19.525565,enact,5,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.525576,enact,5,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.525579,enact,5,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.525581,enact,5,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.525583,enact,5,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.525585,enact,5,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.525586,enact,5,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.525663,enact,5,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.525668,enact,5,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.525669,enact,5,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.525672,enact,5,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.525674,enact,5,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.525675,enact,5,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.525677,enact,5,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.525802,enact,5,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.525806,enact,5,required_cpu,Application,frontend,2
2025-03-26 09:53:19.525807,enact,5,required_cpu,Application,api,2
2025-03-26 09:53:19.525808,enact,5,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.525810,enact,5,required_cpu,Application,database,2
2025-03-26 09:53:19.525811,enact,5,required_cpu,Application,redis,1
2025-03-26 09:53:19.525812,enact,5,required_cpu,Application,etcd,1
2025-03-26 09:53:19.525872,enact,5,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.525876,enact,5,required_ram,Application,frontend,4
2025-03-26 09:53:19.525878,enact,5,required_ram,Application,api,6
2025-03-26 09:53:19.525880,enact,5,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.525881,enact,5,required_ram,Application,database,4
2025-03-26 09:53:19.525883,enact,5,required_ram,Application,redis,4
2025-03-26 09:53:19.525884,enact,5,required_ram,Application,etcd,4
2025-03-26 09:53:19.525930,enact,5,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.525934,enact,5,required_storage,Application,frontend,20
2025-03-26 09:53:19.525935,enact,5,required_storage,Application,api,15
2025-03-26 09:53:19.525937,enact,5,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.525938,enact,5,required_storage,Application,database,512
2025-03-26 09:53:19.525940,enact,5,required_storage,Application,redis,10
2025-03-26 09:53:19.525941,enact,5,required_storage,Application,etcd,10
2025-03-26 09:53:19.525966,enact,5,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.525968,enact,5,required_gpu,Application,frontend,0
2025-03-26 09:53:19.525969,enact,5,required_gpu,Application,api,0
2025-03-26 09:53:19.525971,enact,5,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.525972,enact,5,required_gpu,Application,database,0
2025-03-26 09:53:19.525973,enact,5,required_gpu,Application,redis,0
2025-03-26 09:53:19.525974,enact,5,required_gpu,Application,etcd,0
2025-03-26 09:53:19.526543,enact,5,placement,Application,load_balancer,public1
2025-03-26 09:53:19.526547,enact,5,placement,Application,frontend,public1
2025-03-26 09:53:19.526549,enact,5,placement,Application,api,private1
2025-03-26 09:53:19.526551,enact,5,placement,Application,identity_provider,private3
2025-03-26 09:53:19.526553,enact,5,placement,Application,database,private5
2025-03-26 09:53:19.526554,enact,5,placement,Application,redis,private3
2025-03-26 09:53:19.526556,enact,5,placement,Application,etcd,private2
2025-03-26 09:53:19.539004,enact,6,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.539016,enact,6,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.539018,enact,6,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.539021,enact,6,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.539023,enact,6,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.539025,enact,6,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.539026,enact,6,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.539112,enact,6,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.539116,enact,6,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.539118,enact,6,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.539120,enact,6,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.539122,enact,6,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.539123,enact,6,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.539125,enact,6,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.539298,enact,6,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.539302,enact,6,required_cpu,Application,frontend,2
2025-03-26 09:53:19.539303,enact,6,required_cpu,Application,api,2
2025-03-26 09:53:19.539305,enact,6,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.539306,enact,6,required_cpu,Application,database,2
2025-03-26 09:53:19.539307,enact,6,required_cpu,Application,redis,1
2025-03-26 09:53:19.539309,enact,6,required_cpu,Application,etcd,1
2025-03-26 09:53:19.539334,enact,6,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.539336,enact,6,required_ram,Application,frontend,4
2025-03-26 09:53:19.539337,enact,6,required_ram,Application,api,6
2025-03-26 09:53:19.539339,enact,6,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.539340,enact,6,required_ram,Application,database,4
2025-03-26 09:53:19.539341,enact,6,required_ram,Application,redis,4
2025-03-26 09:53:19.539342,enact,6,required_ram,Application,etcd,4
2025-03-26 09:53:19.539365,enact,6,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.539366,enact,6,required_storage,Application,frontend,20
2025-03-26 09:53:19.539368,enact,6,required_storage,Application,api,15
2025-03-26 09:53:19.539369,enact,6,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.539370,enact,6,required_storage,Application,database,512
2025-03-26 09:53:19.539372,enact,6,required_storage,Application,redis,10
2025-03-26 09:53:19.539373,enact,6,required_storage,Application,etcd,10
2025-03-26 09:53:19.539435,enact,6,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.539438,enact,6,required_gpu,Application,frontend,0
2025-03-26 09:53:19.539440,enact,6,required_gpu,Application,api,0
2025-03-26 09:53:19.539442,enact,6,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.539443,enact,6,required_gpu,Application,database,0
2025-03-26 09:53:19.539444,enact,6,required_gpu,Application,redis,0
2025-03-26 09:53:19.539446,enact,6,required_gpu,Application,etcd,0
2025-03-26 09:53:19.539976,enact,6,placement,Application,load_balancer,public1
2025-03-26 09:53:19.539980,enact,6,placement,Application,frontend,public1
2025-03-26 09:53:19.539982,enact,6,placement,Application,api,private1
2025-03-26 09:53:19.539984,enact,6,placement,Application,identity_provider,private3
2025-03-26 09:53:19.539985,enact,6,placement,Application,database,private5
2025-03-26 09:53:19.539986,enact,6,placement,Application,redis,private3
2025-03-26 09:53:19.539988,enact,6,placement,Application,etcd,private2
2025-03-26 09:53:19.552301,enact,7,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.552312,enact,7,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.552315,enact,7,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.552317,enact,7,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.552319,enact,7,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.552321,enact,7,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.552322,enact,7,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.552414,enact,7,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.552418,enact,7,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.552421,enact,7,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.552423,enact,7,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.552425,enact,7,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.552427,enact,7,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.552429,enact,7,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.552612,enact,7,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.552616,enact,7,required_cpu,Application,frontend,2
2025-03-26 09:53:19.552618,enact,7,required_cpu,Application,api,2
2025-03-26 09:53:19.552621,enact,7,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.552622,enact,7,required_cpu,Application,database,2
2025-03-26 09:53:19.552624,enact,7,required_cpu,Application,redis,1
2025-03-26 09:53:19.552625,enact,7,required_cpu,Application,etcd,1
2025-03-26 09:53:19.552682,enact,7,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.552685,enact,7,required_ram,Application,frontend,4
2025-03-26 09:53:19.552688,enact,7,required_ram,Application,api,6
2025-03-26 09:53:19.552690,enact,7,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.552692,enact,7,required_ram,Application,database,4
2025-03-26 09:53:19.552693,enact,7,required_ram,Application,redis,4
2025-03-26 09:53:19.552694,enact,7,required_ram,Application,etcd,4
2025-03-26 09:53:19.552747,enact,7,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.552751,enact,7,required_storage,Application,frontend,20
2025-03-26 09:53:19.552753,enact,7,required_storage,Application,api,15
2025-03-26 09:53:19.552754,enact,7,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.552756,enact,7,required_storage,Application,database,512
2025-03-26 09:53:19.552757,enact,7,required_storage,Application,redis,10
2025-03-26 09:53:19.552759,enact,7,required_storage,Application,etcd,10
2025-03-26 09:53:19.552814,enact,7,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.552817,enact,7,required_gpu,Application,frontend,0
2025-03-26 09:53:19.552820,enact,7,required_gpu,Application,api,0
2025-03-26 09:53:19.552822,enact,7,required_gpu,Application,identity_provider,0
2025-03-26 09:53:19.552823,enact,7,required_gpu,Application,database,0
2025-03-26 09:53:19.552825,enact,7,required_gpu,Application,redis,0
2025-03-26 09:53:19.552826,enact,7,required_gpu,Application,etcd,0
2025-03-26 09:53:19.553430,enact,7,placement,Application,load_balancer,public1
2025-03-26 09:53:19.553434,enact,7,placement,Application,frontend,public1
2025-03-26 09:53:19.553436,enact,7,placement,Application,api,private1
2025-03-26 09:53:19.553439,enact,7,placement,Application,identity_provider,private3
2025-03-26 09:53:19.553440,enact,7,placement,Application,database,private5
2025-03-26 09:53:19.553442,enact,7,placement,Application,redis,private3
2025-03-26 09:53:19.553443,enact,7,placement,Application,etcd,private2
2025-03-26 09:53:19.565905,enact,8,service_energy,Application,load_balancer,124.5
2025-03-26 09:53:19.565915,enact,8,service_energy,Application,frontend,99.0
2025-03-26 09:53:19.565918,enact,8,service_energy,Application,api,142.16666666666666
2025-03-26 09:53:19.565920,enact,8,service_energy,Application,identity_provider,147.33333333333334
2025-03-26 09:53:19.565922,enact,8,service_energy,Application,database,226.83333333333334
2025-03-26 09:53:19.565923,enact,8,service_energy,Application,redis,14.666666666666666
2025-03-26 09:53:19.565925,enact,8,service_energy,Application,etcd,7.5
2025-03-26 09:53:19.566006,enact,8,service_emissions,Application,load_balancer,50049.0
2025-03-26 09:53:19.566011,enact,8,service_emissions,Application,frontend,39798.0
2025-03-26 09:53:19.566013,enact,8,service_emissions,Application,api,49189.666666666664
2025-03-26 09:53:19.566015,enact,8,service_emissions,Application,identity_provider,91346.66666666667
2025-03-26 09:53:19.566017,enact,8,service_emissions,Application,database,65781.66666666667
2025-03-26 09:53:19.566019,enact,8,service_emissions,Application,redis,9093.333333333332
2025-03-26 09:53:19.566021,enact,8,service_emissions,Application,etcd,555.0
2025-03-26 09:53:19.566202,enact,8,required_cpu,Application,load_balancer,2
2025-03-26 09:53:19.566206,enact,8,required_cpu,Application,frontend,2
2025-03-26 09:53:19.566208,enact,8,required_cpu,Application,api,2
2025-03-26 09:53:19.566210,enact,8,required_cpu,Application,identity_provider,1
2025-03-26 09:53:19.566211,enact,8,required_cpu,Application,database,2
2025-03-26 09:53:19.566213,enact,8,required_cpu,Application,redis,1
2025-03-26 09:53:19.566214,enact,8,required_cpu,Application,etcd,1
2025-03-26 09:53:19.566238,enact,8,required_ram,Application,load_balancer,4
2025-03-26 09:53:19.566240,enact,8,required_ram,Application,frontend,4
2025-03-26 09:53:19.566242,enact,8,required_ram,Application,api,6
2025-03-26 09:53:19.566243,enact,8,required_ram,Application,identity_provider,4
2025-03-26 09:53:19.566244,enact,8,required_ram,Application,database,4
2025-03-26 09:53:19.566245,enact,8,required_ram,Application,redis,4
2025-03-26 09:53:19.566247,enact,8,required_ram,Application,etcd,4
2025-03-26 09:53:19.566274,enact,8,required_storage,Application,load_balancer,10
2025-03-26 09:53:19.566276,enact,8,required_storage,Application,frontend,20
2025-03-26 09:53:19.566277,enact,8,required_storage,Application,api,15
2025-03-26 09:53:19.566279,enact,8,required_storage,Application,identity_provider,10
2025-03-26 09:53:19.566280,enact,8,required_storage,Application,database,512
2025-03-26 09:53:19.566282,enact,8,required_storage,Application,redis,10
2025-03-26 09:53:19.566283,enact,8,required_storage,Application,etcd,10
2025-03-26 09:53:19.566341,enact,8,required_gpu,Application,load_balancer,0
2025-03-26 09:53:19.566344,enact,8,required_gpu,Application,frontend,0
2025-03-26 09:53:19.566346,enact,8,required_gpu,Application,api,0
2025-03-26 09:53:19.566348,enact,8,required_gpu,Application,identity_provider,0
